collapsed_subject,p5,ci_low,ci_high,count,halfwidth
Religion,1.1418476993467737,0.8994518327154467,1.2988578186953748,43,0.07850505967430055
Reference,1.0508542440827222,1.0010073797197834,1.0839104754134317,285,0.016528115665354726
Poetry,1.0099678190027894,0.9649935351014732,1.155207657226494,221,0.07261991911185228
History,0.9540034562525906,0.932327832698092,0.9694555762357012,242,0.00772605999155529
Other Non-Fiction,0.953684774127571,0.9390796884551867,0.96488468462186,1141,0.005599955247144461
Science/Philosophy,0.9435114849848033,0.8875466134601454,1.0672959453680146,77,0.06189223019160567
Drama,0.9208380790995689,0.8696084188644682,0.9366390571675566,291,0.007900489033993818
Fiction,0.9176273175955502,0.9100375593932386,0.928523943896902,2030,0.005448313150675899
Children/Youth,0.8543111755126668,0.827410019597995,0.8840540559280259,226,0.014871440207679554
