x,pdf_ai,pdf_human
0.0,0.3111397798116865,6.735234130904022e-28
0.013636363636363637,0.3845965942947762,3.0206336779300544e-24
0.027272727272727275,0.4684942377105262,2.842619817607829e-21
0.04090909090909091,0.5627487471541898,8.427978674243503e-19
0.05454545454545455,0.6669374808203394,1.0333064168362315e-16
0.06818181818181819,0.7802828218192104,6.3351652583920956e-15
0.08181818181818182,0.9016527929658864,2.2283663055997005e-13
0.09545454545454546,1.0295792327739304,4.980897117718418e-12
0.1090909090909091,1.1622929844183194,7.647719235856882e-11
0.12272727272727274,1.297774409482882,8.569026329580575e-10
0.13636363636363638,1.4338165520254922,7.3497642701779955e-09
0.15000000000000002,1.5680975206613486,5.0144150317298784e-08
0.16363636363636364,1.698258175587449,2.807482782289206e-07
0.17727272727272728,1.8219810238557286,1.323434921956055e-06
0.19090909090909092,1.9370663323186772,5.365760781078653e-06
0.20454545454545456,2.041501832252516,1.9048622169106926e-05
0.2181818181818182,2.133522963234061,6.011197250433002e-05
0.23181818181818184,2.211661325387517,0.00017081008351320349
0.24545454545454548,2.2747798128937124,0.00044189193835383607
0.2590909090909091,2.322093723491362,0.0010507696212387076
0.27272727272727276,2.3531779211480797,0.002315692272714318
0.2863636363636364,2.367960825157056,0.004764001638901767
0.30000000000000004,2.3667065743192284,0.009207269240080149
0.31363636363636366,2.349987148712264,0.016810497750536797
0.32727272727272727,2.318646515829207,0.029138331670167016
0.34090909090909094,2.2737590059799646,0.048160069221151645
0.35454545454545455,2.2165841264016266,0.07619826905068011
0.3681818181818182,2.14851991385838,0.11581289988230636
0.38181818181818183,2.0710567251362866,0.1696231280790968
0.3954545454545455,1.9857330990407809,0.24007994881159367
0.4090909090909091,1.8940950172969573,0.3292125967571744
0.4227272727272728,1.7976595682396803,0.4383779775014812
0.4363636363636364,1.6978836963971415,0.5680439845066235
0.45,1.596138419274834,0.7176342767982048
0.4636363636363637,1.4936886220194543,0.8854546399424749
0.4772727272727273,1.391678309337353,1.068710904987722
0.49090909090909096,1.29112100649186,1.2636173574308023
0.5045454545454546,1.1928948586085002,1.465584374289686
0.5181818181818182,1.0977418784385136,1.6694660596803432
0.5318181818181819,1.006270733726224,1.8698437413450526
0.5454545454545455,0.9189624415657033,2.061319589971668
0.5590909090909091,0.8361783429694245,2.2387960629453794
0.5727272727272728,0.7581697603292107,2.397720716153852
0.5863636363636364,0.6850887876192678,2.5342813333709473
0.6000000000000001,0.6169997225347899,2.6455424166055415
0.6136363636363636,0.5538907163221612,2.7295200774840476
0.6272727272727273,0.49568528659348254,2.7851976580963607
0.640909090909091,0.44225340745372194,2.812488589953699
0.6545454545454545,0.39342195709918615,2.8121558819983
0.6681818181818182,0.3489843636977523,2.7856992044962325
0.6818181818181819,0.30870934452119275,2.735220933769848
0.6954545454545455,0.27234868022640585,2.6632819596855013
0.7090909090909091,0.23964400560868895,2.572756792043818
0.7227272727272728,0.2103326301861104,2.4666957956975453
0.7363636363636364,0.18415242701285953,2.3482004754954993
0.7500000000000001,0.16084584675327018,2.2203158179445994
0.7636363636363637,0.14016312699428207,2.085941924640381
0.7772727272727273,0.12186477481342685,1.947765641319004
0.790909090909091,0.10572340454729515,1.8082116491999496
0.8045454545454546,0.0915250132938507,1.6694115582728077
0.8181818181818182,0.07906977465227731,1.5331889132510275
0.8318181818181819,0.06817242720910671,1.4010576606873157
0.8454545454545456,0.058662328892965666,1.274231487556797
0.8590909090909091,0.05038324203304236,1.1536414801344048
0.8727272727272728,0.0431929071762509,1.039959720247697
0.8863636363636365,0.03696245677442786,0.9336266908330147
0.9,0.03157571300278977,0.8348806669582313
0.9136363636363637,0.026928407407047023,0.7437875918249367
0.9272727272727274,0.022927353935824887,0.6602702565251383
0.940909090909091,0.019489601287059625,0.5841359009313641
0.9545454545454546,0.01654158543268502,0.515101620299635
0.9681818181818183,0.014018298705056576,0.45281719205737264
0.9818181818181819,0.011862487927046812,0.39688512773854245
0.9954545454545455,0.01002389072364444,0.3468779068495098
1.0090909090909093,0.008458516331659935,0.3023524652885266
1.0227272727272727,0.007127974883064837,0.26286209470298744
1.0363636363636364,0.005998857229189474,0.22796596538155423
1.05,0.005042165848260256,0.19723651864980718
1.0636363636363637,0.004232796188633558,0.1702649898301368
1.0772727272727274,0.0035490668975164596,0.14666532384243014
1.090909090909091,0.002972296725825545,0.12607673618008589
1.1045454545454547,0.0024864254436541096,0.10816515547141091
1.1181818181818182,0.0020776758111508012,0.09262376275337077
1.1318181818181818,0.0017342534941911306,0.07917281904113847
1.1454545454545455,0.0014460817649126453,0.06755894839314526
1.1590909090909092,0.0012045678598069398,0.05755401964897612
1.1727272727272728,0.0010023979621413875,0.0489537472036531
1.1863636363636365,0.0008333579139199129,0.04157611013253595
1.2000000000000002,0.0006921769313207258,0.03525967002027246
1.2136363636363636,0.0005743917851815035,0.029861851120044226
1.2272727272727273,0.0004762291055799971,0.02525723198789024
1.240909090909091,0.0003945036698184376,0.021335885418766944
1.2545454545454546,0.00032653073079001006,0.018001793210713712
1.2681818181818183,0.0002700506338221592,0.015171353817296663
1.281818181818182,0.00022316415184935726,0.012771994113482779
1.2954545454545456,0.00018427713930355884,0.010740891088375986
1.309090909090909,0.00015205326330866882,0.009023805087078597
1.3227272727272728,0.00012537371609865937,0.007574023062514589
1.3363636363636364,0.00010330294496978529,0.006351407991702379
1.35,8.505955578436044e-05,0.005321549003416469
