fpr,tpr,ppv,acc,npv,LR+,LR-
0.0,0.0,0.9380503317731235,0.5,0.5,26.42315905615324,1.0
0.01,0.28125,0.9319671086412431,0.634348849372385,0.5795310650829888,23.33984375000017,0.7276315198850885
0.02,0.3984375,0.9263908207703528,0.6871894612970713,0.621192988569143,18.45969460227279,0.6152170236095558
0.03,0.453125,0.9228422739434228,0.7108721234309624,0.6426571311378073,16.380326704545503,0.5630138344531541
0.04,0.5078125,0.9192937271164926,0.7345547855648535,0.6641212737064718,14.300958806818214,0.5108106452967525
0.05,0.590625,0.9116896982016423,0.7681158472803348,0.6993578587866153,11.377719155844169,0.4319805750040238
0.06,0.61875,0.907634216113722,0.7779942468619248,0.7131303012980943,10.533847402597415,0.40535369386769676
0.07,0.646875,0.9035787340258018,0.7878726464435146,0.7269027438095732,9.689975649350659,0.37872681273136966
0.08,0.675,0.8995232519378815,0.7977510460251046,0.7406751863210522,8.846103896103905,0.3520999315950426
0.09,0.728125,0.8918178359708331,0.8163637552301255,0.7707058693890491,7.721264880952387,0.29968765089328825
0.1,0.753125,0.8881679020917049,0.8250980648535565,0.7869641099455669,7.440297619047624,0.2739022513278609
0.11,0.778125,0.8845179682125767,0.8338323744769874,0.8032223505020847,7.159330357142862,0.2481168517624336
0.12,0.803125,0.8808680343334485,0.8425666841004185,0.8194805910586025,6.8783630952380985,0.22233145219700629
0.13,0.8385416666666666,0.8738385320477201,0.8530225767085077,0.8433432152899382,6.354365079365082,0.1859479811661507
0.14,0.8489583333333334,0.87045896364112,0.854744159693166,0.850947598964756,6.111334325396828,0.1753499097007224
0.15,0.8671875,0.8640377836685798,0.8572339173640167,0.8645764785964518,5.685796522556393,0.15669183951565702
0.16,0.878125,0.8565351418059274,0.8549620815899581,0.8725592355226742,5.343284377316531,0.1461325256159678
0.17,0.88125,0.8520741115092151,0.8519220711297071,0.8745174964920186,5.1832792809488515,0.14363321043591565
0.18,0.884375,0.8476130812125029,0.848882060669456,0.8764757574613631,5.0232741845811715,0.14113389525586353
0.19,0.8875,0.8431520509157907,0.845842050209205,0.8784340184307075,4.8632690882134915,0.13863458007581142
0.2,0.890625,0.8386910206190784,0.842802039748954,0.8803922794000519,4.703263991845812,0.1361352648957593
0.21,0.89375,0.8342299903223662,0.8397620292887029,0.8823505403693963,4.543258895478132,0.13363594971570716
0.22,0.896875,0.829768960025654,0.8367220188284519,0.8843088013387408,4.383253799110452,0.13113663453565505
0.23,0.9,0.8253079297289417,0.8336820083682008,0.8862670623080852,4.223248702742773,0.12863731935560294
0.24,0.903125,0.8208468994322295,0.8306419979079498,0.8882253232774296,4.063243606375093,0.12613800417555082
0.25,0.90625,0.8163858691355174,0.8276019874476988,0.890183584246774,3.9032385100074136,0.1236386889954987
0.26,0.909375,0.8119248388388051,0.8245619769874477,0.8921418452161185,3.743233413639734,0.12113937381544657
0.27,0.9125,0.8074638085420929,0.8215219665271967,0.8941001061854629,3.583228317272054,0.11864005863539445
0.28,0.915625,0.8030027782453807,0.8184819560669456,0.8960583671548074,3.4232232209043745,0.11614074345534232
0.29,0.91875,0.7985417479486684,0.8154419456066946,0.8980166281241517,3.263218124536695,0.1136414282752902
0.3,0.9240056818181818,0.7894722152793197,0.8087126164891594,0.9018157225621888,3.0491343180230905,0.10896722120570107
0.31,0.9261363636363636,0.784863712906683,0.8050232978318753,0.9036565560308814,2.995055607877166,0.10679232931616404
0.32,0.9282670454545454,0.7802552105340463,0.8013339791745911,0.9054973894995738,2.9409768977312414,0.10461743742662703
0.33,0.9303977272727273,0.7756467081614098,0.797644660517307,0.9073382229682664,2.886898187585317,0.10244254553709002
0.34,0.9325284090909091,0.7710382057887732,0.7939553418600228,0.909179056436959,2.8328194774393927,0.10026765364755301
0.35,0.9346590909090909,0.7664297034161366,0.7902660232027388,0.9110198899056515,2.7787407672934683,0.09809276175801598
0.36,0.9367897727272727,0.7618212010434999,0.7865767045454546,0.9128607233743441,2.724662057147544,0.09591786986847897
0.37,0.9389204545454546,0.7572126986708634,0.7828873858881704,0.9147015568430367,2.6705833470016196,0.09374297797894196
0.38,0.9410511363636364,0.7526041962982268,0.7791980672308862,0.9165423903117291,2.6165046368556952,0.09156808608940495
0.39,0.9431818181818182,0.7479956939255902,0.7755087485736022,0.9183832237804217,2.5624259267097704,0.08939319419986792
0.4,0.9453125,0.7433871915529535,0.771819429916318,0.9202240572491143,2.508347216563846,0.08721830231033091
0.41,0.9474431818181818,0.738778689180317,0.7681301112590339,0.9220648907178068,2.4542685064179217,0.08504341042079389
0.42,0.9495738636363636,0.7341701868076804,0.7644407926017498,0.9239057241864994,2.4001897962719974,0.08286851853125687
0.43,0.9517045454545454,0.7295616844350438,0.7607514739444656,0.9257465576551919,2.346111086126073,0.08069362664171986
0.44,0.9538352272727273,0.7249531820624071,0.7570621552871815,0.9275873911238844,2.2920323759801486,0.07851873475218285
0.45,0.9559659090909091,0.7203446796897706,0.7533728366298973,0.929428224592577,2.2379536658342243,0.07634384286264584
0.46,0.9580965909090909,0.715736177317134,0.7496835179726132,0.9312690580612696,2.1838749556882995,0.07416895097310881
0.47,0.9602272727272727,0.7111276749444974,0.7459941993153291,0.9331098915299622,2.129796245542375,0.0719940590835718
0.48,0.9623579545454546,0.7065191725718607,0.7423048806580449,0.9349507249986547,2.0757175353964508,0.06981916719403478
0.49,0.9644886363636364,0.7019106701992242,0.7386155620007608,0.9367915584673472,2.0216388252505264,0.06764427530449776
0.5,0.9666193181818181,0.6973021678265876,0.7349262433434767,0.9386323919360398,1.9675601151046018,0.06546938341496075
0.51,0.9699519230769231,0.6881702431251169,0.7271710049887351,0.9419545475124753,1.8869395661157022,0.06165332061292356
0.52,0.9711538461538461,0.6836468207962828,0.7231050852912778,0.9434358696202184,1.860397727272727,0.06001214970042337
0.53,0.9723557692307693,0.6791233984674487,0.7190391655938204,0.9449171917279614,1.833855888429752,0.05837097878792319
0.54,0.9735576923076923,0.6745999761386147,0.7149732458963631,0.9463985138357045,1.8073140495867768,0.056729807875423005
0.55,0.9747596153846154,0.6700765538097806,0.7109073261989057,0.9478798359434475,1.7807722107438015,0.05508863696292282
0.56,0.9759615384615384,0.6655531314809465,0.7068414065014483,0.9493611580511905,1.7542303719008263,0.05344746605042264
0.57,0.9771634615384616,0.6610297091521123,0.702775486803991,0.9508424801589336,1.7276885330578513,0.05180629513792245
0.58,0.9783653846153846,0.6565062868232783,0.6987095671065336,0.9523238022666766,1.701146694214876,0.05016512422542227
0.59,0.9795673076923077,0.6519828644944442,0.6946436474090762,0.9538051243744196,1.6746048553719008,0.048523953312922086
0.6,0.9807692307692307,0.6474594421656101,0.690577727711619,0.9552864464821627,1.6480630165289256,0.0468827824004219
0.61,0.9819711538461539,0.6429360198367761,0.6865118080141616,0.9567677685899056,1.6215211776859504,0.04524161148792172
0.62,0.9831730769230769,0.638412597507942,0.6824458883167043,0.9582490906976487,1.5949793388429754,0.04360044057542153
0.63,0.9852941176470589,0.6293565775514324,0.674163179916318,0.9620992120521334,1.5509574468085108,0.039491077329808326
0.64,0.9862132352941176,0.6248239799237568,0.6699463912133892,0.964468011298875,1.5334773936170214,0.0370228849966953
0.65,0.9871323529411765,0.6202913822960814,0.6657296025104602,0.9668368105456168,1.515997340425532,0.034554692663582284
0.66,0.9880514705882353,0.6157587846684058,0.6615128138075314,0.9692056097923584,1.4985172872340426,0.03208650033046926
0.67,0.9889705882352942,0.6112261870407303,0.6572960251046025,0.9715744090391001,1.4810372340425533,0.029618307997356243
0.68,0.9898897058823529,0.6066935894130547,0.6530792364016736,0.9739432082858417,1.463557180851064,0.027150115664243222
0.69,0.9908088235294118,0.6021609917853792,0.6488624476987448,0.9763120075325834,1.4460771276595745,0.0246819233311302
0.7,0.9917279411764706,0.5976283941577036,0.6446456589958159,0.978680806779325,1.4285970744680851,0.02221373099801718
0.71,0.9926470588235294,0.5930957965300282,0.640428870292887,0.9810496060260667,1.4111170212765958,0.01974553866490416
0.72,0.9935661764705882,0.5885631989023526,0.6362120815899581,0.9834184052728083,1.3936369680851064,0.01727734633179114
0.73,0.9944852941176471,0.5840306012746771,0.6319952928870293,0.98578720451955,1.376156914893617,0.014809153998678118
0.74,0.9954044117647058,0.5794980036470015,0.6277785041841004,0.9881560037662916,1.3586768617021276,0.0123409616655651
0.75,0.9963235294117647,0.574965406019326,0.6235617154811716,0.9905248030130334,1.3411968085106383,0.009872769332452076
0.76,0.9972426470588235,0.5704328083916506,0.6193449267782427,0.992893602259775,1.323716755319149,0.007404576999339059
0.77,0.9981617647058824,0.565900210763975,0.6151281380753137,0.9952624015065167,1.3062367021276595,0.004936384666226035
0.78,0.9990808823529411,0.5613676131362995,0.6109113493723849,0.9976312007532584,1.2887566489361701,0.0024681923331130173
0.79,1.0,0.5521343430885346,0.6018448079117535,1.021179755389584,1.2589458413926498,0.0
0.8,1.0,0.5474336706684453,0.5969950551540509,1.0423595107791679,1.246615087040619,0.0
0.81,1.0,0.542732998248356,0.5921453023963484,1.063539266168752,1.234284332688588,0.0
0.82,1.0,0.5380323258282665,0.5872955496386458,1.084719021558336,1.221953578336557,0.0
0.83,1.0,0.5333316534081772,0.5824457968809433,1.1058987769479198,1.2096228239845261,0.0
0.84,1.0,0.5286309809880879,0.5775960441232407,1.1270785323375039,1.1972920696324951,0.0
0.85,1.0,0.5239303085679986,0.5727462913655382,1.148258287727088,1.1849613152804641,0.0
0.86,1.0,0.5192296361479093,0.5678965386078356,1.169438043116672,1.1726305609284333,0.0
0.87,1.0,0.51452896372782,0.5630467858501331,1.1906177985062558,1.1602998065764023,0.0
0.88,1.0,0.5098282913077307,0.5581970330924306,1.2117975538958399,1.1479690522243713,0.0
0.89,1.0,0.5051276188876413,0.553347280334728,1.232977309285424,1.1356382978723403,0.0
0.9,1.0,0.5004269464675519,0.5484975275770255,1.2541570646750078,1.1233075435203095,0.0
0.91,1.0,0.4957262740474626,0.5436477748193229,1.2753368200645918,1.1109767891682785,0.0
0.92,1.0,0.4910256016273733,0.5387980220616204,1.2965165754541759,1.0986460348162477,0.0
0.93,1.0,0.486324929207284,0.5339482693039178,1.3176963308437597,1.0863152804642167,0.0
0.94,1.0,0.48162425678719467,0.5290985165462153,1.3388760862333438,1.0739845261121856,0.0
0.95,1.0,0.47692358436710536,0.5242487637885127,1.3600558416229278,1.0616537717601546,0.0
0.96,1.0,0.472222911947016,0.5193990110308102,1.3812355970125116,1.0493230174081238,0.0
0.97,1.0,0.4675222395269267,0.5145492582731076,1.4024153524020957,1.0369922630560928,0.0
0.98,1.0,0.46282156710683736,0.5096995055154051,1.4235951077916797,1.0246615087040618,0.0
0.99,1.0,0.458120894686748,0.5048497527577025,1.4447748631812636,1.012330754352031,0.0
1.0,1.0,0.4534202222666587,0.5,1.4659546185708476,1.0,0.0
